,experiment,date,hour,device_make,platform_os,browser,yes,no
8035,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
5757,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3804,control,2020-07-08,15,SNE-LX1,6,Facebook,0,0
1954,control,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
5748,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2445,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile,0,0
7976,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7454,exposed,2020-07-08,19,Samsung SM-J415FN,6,Samsung Internet,0,0
5680,exposed,2020-07-08,17,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
2410,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
445,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
446,exposed,2020-07-08,3,OnePlus ONEPLUS A3003,6,Chrome Mobile WebView,0,0
3910,control,2020-07-08,14,Samsung SM-G975F,6,Samsung Internet,0,0
3911,control,2020-07-08,18,iPhone,5,Mobile Safari,0,0
3914,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3915,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
5584,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
1993,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5578,exposed,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
2404,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
1996,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
5571,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
3927,control,2020-07-08,16,XiaoMi Redmi Note 7,6,Facebook,0,0
5567,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
3929,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2003,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
880,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
5554,control,2020-07-08,15,Samsung SM-G960F,6,Facebook,0,0
457,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile WebView,0,0
5549,exposed,2020-07-08,8,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
5599,control,2020-07-08,17,STF-L09,6,Facebook,0,0
5601,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
5603,control,2020-07-08,23,iPhone,5,Mobile Safari UI/WKWebView,0,0
3905,exposed,2020-07-08,4,Generic Smartphone,6,Chrome Mobile,0,0
426,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
5676,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
5674,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
5673,control,2020-07-08,19,Samsung SM-G973F,6,Samsung Internet,0,0
5670,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
3868,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
430,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
898,exposed,2020-07-08,17,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
896,exposed,2020-07-08,5,ELE-L29,6,Facebook,0,1
3886,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
3860,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
5652,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
435,exposed,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,0,0
5642,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,1,0
3898,exposed,2020-07-08,21,Samsung SM-G950F,6,Facebook,0,1
5625,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7460,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
5620,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
7461,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
5616,control,2020-07-08,22,Samsung SM-G973F,6,Facebook,0,1
5614,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,1,0
1457,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
5651,exposed,2020-07-08,9,Generic Smartphone,6,Chrome Mobile,0,0
3610,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile WebView,0,0
3767,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
5804,control,2020-07-08,11,Generic Smartphone,6,Chrome Mobile,0,0
961,control,2020-07-08,18,Samsung SM-J600FN,6,Samsung Internet,0,0
352,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,1,0
3665,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
5980,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1900,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
355,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,1
3668,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
3669,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
358,exposed,2020-07-08,21,Samsung SM-A405FN,6,Chrome Mobile WebView,1,0
359,exposed,2020-07-08,17,Samsung SM-N975F,6,Samsung Internet,0,0
1902,exposed,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
5967,control,2020-07-08,15,Samsung SM-G973F,6,Samsung Internet,0,0
5965,control,2020-07-08,16,LG-$2,6,Chrome Mobile,0,0
3673,exposed,2020-07-08,7,Samsung SM-A705FN,6,Facebook,0,0
5961,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1515,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
365,control,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
366,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile WebView,0,1
1908,exposed,2020-07-08,15,Samsung SM-G900F,6,Chrome Mobile,0,0
5946,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
3684,control,2020-07-08,20,ELE-L09,6,Facebook,0,1
1896,exposed,2020-07-08,15,Samsung SM-G975F,6,Chrome Mobile WebView,0,0
5998,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
962,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
963,control,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
7903,control,2020-07-08,14,iPhone,5,Chrome Mobile iOS,0,0
3614,control,2020-07-08,13,Samsung SM-G981B,6,Facebook,0,0
3615,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6036,exposed,2020-07-08,16,Samsung SM-A202F,6,Chrome Mobile WebView,0,1
3622,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2486,control,2020-07-08,18,iPhone,5,Mobile Safari,0,0
6031,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
2485,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
3627,exposed,2020-07-08,20,Samsung SM-G950U,6,Chrome Mobile WebView,0,0
3628,exposed,2020-07-08,8,Samsung SM-J330FN,6,Facebook,0,0
5941,control,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,0,0
343,control,2020-07-08,11,Generic Smartphone,6,Chrome Mobile,0,0
7802,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7266,exposed,2020-07-08,20,Samsung SM-J330FN,6,Samsung Internet,0,0
6016,exposed,2020-07-08,15,Samsung SM-G950F,6,Samsung Internet,0,0
3636,control,2020-07-08,16,Samsung SM-G960F,6,Facebook,0,0
6008,control,2020-07-08,19,Samsung SM-G965F,6,Samsung Internet,0,0
6007,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,1,0
3641,control,2020-07-08,10,Samsung SM-G975F,6,Facebook,0,0
6005,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
7676,control,2020-07-08,15,Samsung SM-G960F,6,Facebook,0,0
964,control,2020-07-08,12,Samsung SM-G955F,6,Chrome Mobile,0,0
6023,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,1
5802,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
7419,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
3687,exposed,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
934,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
5861,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
3741,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
5858,exposed,2020-07-08,15,Pixel 4,6,Chrome Mobile WebView,0,1
5853,exposed,2020-07-08,15,Samsung SM-G930F,6,Samsung Internet,0,0
3745,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
388,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
5832,exposed,2020-07-08,14,Samsung SM-A405FN,6,Samsung Internet,0,0
5829,exposed,2020-07-08,14,Samsung SM-A515F,6,Chrome Mobile WebView,0,0
1931,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
3756,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
5821,control,2020-07-08,13,Generic Smartphone,6,Chrome Mobile,1,0
5818,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5817,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,1
5816,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
5815,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
5814,exposed,2020-07-08,18,Samsung SM-J600FN,6,Chrome Mobile WebView,0,1
5812,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2452,exposed,2020-07-08,12,Generic Smartphone,6,Chrome Mobile,0,0
5809,exposed,2020-07-08,14,Samsung SM-G960F,6,Chrome Mobile WebView,1,0
5808,exposed,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
5863,control,2020-07-08,11,iPhone,5,Mobile Safari,0,0
5865,control,2020-07-08,16,OnePlus ONEPLUS A5010,6,Facebook,0,0
7664,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
379,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
5936,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
5927,control,2020-07-08,18,iPhone,5,Mobile Safari UI/WKWebView,0,0
725,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
5925,exposed,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,1
7669,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
3701,control,2020-07-08,14,ANE-LX1,6,Chrome Mobile WebView,0,0
373,exposed,2020-07-08,0,Nexus 5,6,Chrome Mobile WebView,0,0
3703,control,2020-07-08,13,Samsung SM-G975F,6,Facebook,0,1
5908,control,2020-07-08,11,Samsung SM-N950F,6,Facebook,0,1
5902,exposed,2020-07-08,18,XiaoMi Redmi Note 8 Pro,6,Chrome Mobile,0,0
5939,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,1,0
5899,control,2020-07-08,9,EML-L09,6,Facebook,0,0
945,exposed,2020-07-08,17,Samsung SM-G955F,6,Chrome Mobile WebView,0,1
5894,exposed,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile,0,0
5893,control,2020-07-08,20,Samsung GT-I9505,6,Chrome Mobile,0,0
3709,exposed,2020-07-08,15,Moto $2,6,Chrome Mobile WebView,0,0
2468,exposed,2020-07-08,19,WAS-LX1A,6,Chrome Mobile WebView,0,0
3719,control,2020-07-08,8,Samsung SM-G950F,6,Facebook,0,0
2464,exposed,2020-07-08,21,Samsung $2,6,Samsung Internet,0,0
7431,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3731,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
378,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3707,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
3401,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
4585,exposed,2020-07-08,17,Samsung SM-A405FN,6,Samsung Internet,0,0
7701,exposed,2020-07-08,5,VOG-L09,6,Chrome Mobile WebView,0,0
6972,control,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
83,exposed,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
1166,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
1165,control,2020-07-08,17,Samsung SM-A202F,6,Chrome Mobile WebView,0,0
6958,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,0,0
2945,exposed,2020-07-08,7,Samsung SM-N960F,6,Chrome Mobile WebView,0,1
2947,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,1,0
2948,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
7783,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
2950,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
1658,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
6948,control,2020-07-08,15,Nokia undefined$2$3,6,Chrome Mobile,0,0
2953,control,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
6945,control,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
2956,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6941,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6934,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2962,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
2963,exposed,2020-07-08,13,Samsung SM-G975F,6,Samsung Internet,0,0
2964,exposed,2020-07-08,17,Samsung SM-A505FN,6,Chrome Mobile WebView,0,0
1264,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
90,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
2952,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,1
6974,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,1,0
6975,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
1169,exposed,2020-07-08,3,OnePlus ONEPLUS A5010,6,Chrome Mobile WebView,0,0
2669,control,2020-07-08,14,ELE-L29,6,Facebook,0,0
69,exposed,2020-07-08,21,Samsung SM-N950F,6,Samsung Internet,0,0
7019,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
2904,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,1,0
2906,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
7014,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
1648,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
1649,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7009,exposed,2020-07-08,15,FIG-LX1,6,Chrome Mobile WebView,0,0
1259,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7888,exposed,2020-07-08,17,Samsung SM-A520F,6,Samsung Internet,0,0
2666,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
1653,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile WebView,0,0
6999,control,2020-07-08,14,iPhone,5,Mobile Safari,0,0
2925,exposed,2020-07-08,21,LG-$2,6,Chrome Mobile,1,0
2663,exposed,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
7299,control,2020-07-08,1,Moto $2,6,Facebook,0,0
2929,control,2020-07-08,20,Samsung SM-G950F,6,Chrome Mobile WebView,0,0
79,exposed,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
6987,control,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,1,0
6986,exposed,2020-07-08,16,iPhone,5,Mobile Safari,0,0
1170,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
6982,exposed,2020-07-08,8,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
6925,exposed,2020-07-08,20,Samsung SM-A105FN,6,Samsung Internet,0,0
1159,exposed,2020-07-08,19,Samsung SM-A300FU,6,Chrome Mobile WebView,0,0
2969,exposed,2020-07-08,15,Samsung SM-G973F,6,Chrome Mobile WebView,0,0
1665,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
1545,exposed,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
6856,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile WebView,0,0
6854,exposed,2020-07-08,17,Nokia undefined$2$3,6,Chrome Mobile,0,0
6850,exposed,2020-07-08,20,iPhone,5,Mobile Safari,0,0
6849,exposed,2020-07-08,17,iPhone,5,Mobile Safari,0,0
6847,exposed,2020-07-08,17,Samsung SM-G975F,6,Samsung Internet,0,0
3024,exposed,2020-07-08,16,Samsung SM-N976B,6,Chrome Mobile WebView,0,0
6844,control,2020-07-08,7,Samsung SM-G930F,6,Chrome Mobile WebView,0,0
6841,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile,0,0
3026,exposed,2020-07-08,8,Samsung SM-G960F,6,Chrome Mobile WebView,0,0
6837,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
3029,control,2020-07-08,4,Samsung SM-J415FN,6,Facebook,0,0
7785,exposed,2020-07-08,15,Samsung SM-G9730,6,Chrome Mobile WebView,0,0
7786,control,2020-07-08,16,iPhone,5,Mobile Safari,0,0
1145,exposed,2020-07-08,0,Generic Smartphone,6,Chrome Mobile,0,0
6827,exposed,2020-07-08,17,Samsung SM-J415FN,6,Samsung Internet,0,0
7310,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1144,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
3038,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
6817,control,2020-07-08,14,Samsung SM-J330FN,6,Samsung Internet,0,0
2636,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7881,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7313,control,2020-07-08,19,Samsung SM-G930F,6,Facebook,0,0
6860,control,2020-07-08,5,Samsung SM-G965F,6,Facebook,0,0
68,exposed,2020-07-08,7,I3312,6,Chrome Mobile WebView,0,0
3009,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
106,control,2020-07-08,22,OnePlus ONEPLUS A3003,6,Chrome Mobile WebView,0,0
1265,exposed,2020-07-08,16,Samsung SM-G928F,6,Chrome Mobile WebView,0,0
2977,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2981,control,2020-07-08,16,Samsung SM-A405FN,6,Samsung Internet,1,0
95,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,1
2985,exposed,2020-07-08,18,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
1670,control,2020-07-08,21,Samsung SM-A405FN,6,Samsung Internet,0,0
97,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
1156,control,2020-07-08,5,Generic Smartphone,6,Chrome Mobile,0,0
2988,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,1
1155,exposed,2020-07-08,23,Generic Smartphone,6,Chrome Mobile,0,0
1672,control,2020-07-08,17,Nokia$2$3,6,Chrome Mobile WebView,0,0
1673,exposed,2020-07-08,15,OnePlus ONEPLUS A6013,6,Facebook,0,0
7941,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
6889,exposed,2020-07-08,15,Generic Smartphone,6,Facebook,0,0
6887,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
1675,control,2020-07-08,6,Generic Smartphone,6,Chrome Mobile,0,0
7896,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
2994,exposed,2020-07-08,22,Samsung SM-G960F,6,Facebook,0,1
2647,control,2020-07-08,8,Samsung SM-G973F,6,Facebook,1,0
6878,exposed,2020-07-08,23,LYA-L09,6,Chrome Mobile WebView,0,0
103,control,2020-07-08,19,iPhone,5,Mobile Safari,0,0
3003,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
6872,exposed,2020-07-08,19,Samsung SM-G970F,6,Chrome Mobile WebView,0,0
6865,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,1
7029,control,2020-07-08,16,Samsung SM-G960F,6,Samsung Internet,0,0
2893,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
7032,control,2020-07-08,1,Generic Smartphone,6,Chrome Mobile,0,0
7208,exposed,2020-07-08,4,Nokia$2$3,6,Chrome Mobile WebView,0,0
21,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2764,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
23,control,2020-07-08,4,Samsung SM-A202F,6,Facebook,1,0
2774,exposed,2020-07-08,18,Samsung SM-A105FN,6,Samsung Internet,0,0
7193,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
1594,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
7191,control,2020-07-08,21,Samsung SM-G973F,6,Facebook,0,0
2776,control,2020-07-08,20,Samsung SM-G930F,6,Samsung Internet,0,0
7189,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
1248,control,2020-07-08,8,Generic Smartphone,6,Chrome Mobile WebView,0,0
7187,exposed,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2785,exposed,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
7180,control,2020-07-08,20,iPhone,5,Mobile Safari,0,0
7179,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
1601,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile WebView,0,0
7175,exposed,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
2792,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7170,exposed,2020-07-08,19,Pixel 3,6,Facebook,0,0
2701,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7167,exposed,2020-07-08,2,Generic Smartphone,6,Chrome Mobile,0,0
7166,control,2020-07-08,19,Samsung SM-G960F,6,Chrome Mobile WebView,0,1
7165,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile WebView,0,1
2763,exposed,2020-07-08,18,Samsung SM-G981B,6,Facebook,0,0
7163,exposed,2020-07-08,13,Samsung SM-A202F,6,Chrome Mobile WebView,0,1
7210,exposed,2020-07-08,18,LYA-L09,6,Facebook,0,1
1232,control,2020-07-08,22,Samsung SM-J600FN,6,Chrome Mobile WebView,0,0
7264,exposed,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,0
1245,control,2020-07-08,19,Samsung SM-G960F,6,Samsung Internet,0,0
7260,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
2727,control,2020-07-08,14,Generic Smartphone,6,Chrome Mobile,0,0
1575,control,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7254,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
2715,control,2020-07-08,2,Samsung SM-G981B,6,Facebook,0,0
7251,control,2020-07-08,16,Samsung SM-G950F,6,Facebook,0,0
7250,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
1577,control,2020-07-08,10,Samsung SM-G973F,6,Samsung Internet,0,0
2733,exposed,2020-07-08,22,Generic Smartphone,6,Chrome Mobile WebView,0,0
7893,exposed,2020-07-08,17,Generic Smartphone,6,Chrome Mobile WebView,0,0
1580,exposed,2020-07-08,17,LG-$2,6,Chrome Mobile WebView,1,0
2740,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7233,control,2020-07-08,16,Samsung SM-G986B,6,Facebook,0,0
1234,control,2020-07-08,3,Generic Smartphone,6,Chrome Mobile,0,0
7231,exposed,2020-07-08,7,Generic Smartphone,6,Chrome Mobile,1,0
2748,exposed,2020-07-08,21,Generic Smartphone,6,Chrome Mobile WebView,0,0
2749,exposed,2020-07-08,19,Samsung SM-G975F,6,Samsung Internet,0,0
2751,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7223,control,2020-07-08,21,Generic Smartphone,6,Chrome Mobile,0,0
1585,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
7221,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2762,exposed,2020-07-08,15,Samsung SM-A310F,6,Samsung Internet,0,0
6809,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
7161,control,2020-07-08,22,Generic Smartphone,6,Chrome Mobile,0,0
7159,exposed,2020-07-08,15,Samsung SM-A202F,6,Samsung Internet,0,1
1626,control,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
1627,exposed,2020-07-08,20,Generic Smartphone,6,Chrome Mobile,0,0
2848,exposed,2020-07-08,4,Samsung SM-G920F,6,Chrome Mobile WebView,0,0
1631,control,2020-07-08,18,Generic Smartphone,6,Chrome Mobile,0,0
7080,exposed,2020-07-08,15,Generic Smartphone,6,Chrome Mobile,0,0
58,exposed,2020-07-08,4,Generic Smartphone,6,Chrome Mobile,0,0
1632,control,2020-07-08,19,Generic Smartphone,6,Chrome Mobile,0,1
2851,exposed,2020-07-08,16,F8331,6,Chrome Mobile WebView,0,0
7074,exposed,2020-07-08,7,Samsung SM-G965F,6,Chrome Mobile WebView,0,0
7072,control,2020-07-08,16,Generic Smartphone,6,Chrome Mobile,0,0
7069,control,2020-07-08,21,EVA-L09,6,Chrome Mobile WebView,1,0
2684,control,2020-07-08,20,iPhone,5,Mobile Safari,0,0
2677,exposed,2020-07-08,10,Generic Smartphone,6,Chrome Mobile,0,0
